algo,variant,dataset,mode,ram_cap_bytes,params_json,threads,n_trials,recall10_median,recall10_iqr,mean_ms_median,mean_ms_iqr,qps_median,qps_iqr,bytes_read_per_query_median,bytes_read_per_query_iqr,bytes_per_query_app_median,bytes_per_query_app_iqr,ios_per_query_median,ios_per_query_iqr,p95_ms_median,p95_ms_iqr,p99_ms_median,p99_ms_iqr,p999_ms_median,p999_ms_iqr
tapeann,tape_int8,sift10m,ram_capped_1p5gb,1610612736,"{""probes"": 30}",1,3,90.128,0.0,1.0542,0.0159,948.5987,14.1334,426047.9,4963.9,5360564.6,0.0,30.0,0.0,1.7807,0.0422,2.6016,0.0969,3.7532,0.1212
tapeann,tape_int8,sift10m,ram_capped_1p5gb,1610612736,"{""probes"": 35}",1,3,91.499,0.0,1.2089,0.0121,827.2052,8.2404,479676.8,545.5,6224980.4,0.0,35.0,0.0,2.0385,0.0402,2.9357,0.1914,4.1455,0.512
tapeann,tape_int8,sift10m,ram_capped_1p5gb,1610612736,"{""probes"": 40}",1,3,92.549,0.0,1.3641,0.0132,733.0681,7.1624,553481.8,3668.0,7084514.9,0.0,40.0,0.0,2.2992,0.015,3.3037,0.0597,4.4125,0.5696
tapeann,tape_int8,sift10m,ram_capped_1p5gb,1610612736,"{""probes"": 50}",1,3,94.044,0.0,1.6824,0.0254,594.3805,8.8794,663851.8,7582.5,8788229.7,0.0,50.0,0.0,2.8173,0.0446,4.0136,0.138,5.5349,0.3098
tapeann,tape_int8,sift10m,ram_capped_1p5gb,1610612736,"{""probes"": 70}",1,3,95.858,0.0,2.3854,0.0063,419.213,1.1076,965229.4,772.1,12156692.1,0.0,70.0,0.0,3.9247,0.0169,5.4816,0.1062,6.9999,0.6451
tapeann,tape_int8,sift10m,ram_capped_1p5gb,1610612736,"{""probes"": 100}",1,3,97.158,0.0,3.4939,0.0285,286.2144,2.3413,1527214.5,1526818.4,17136076.4,0.0,100.0,0.0,5.5723,0.0961,7.1856,0.1581,9.7131,1.0048
tapeann,tape_int8,sift10m,ram_capped_1p5gb,1610612736,"{""probes"": 150}",1,3,98.029,0.0,5.4541,0.0784,183.348,2.627,2808870.5,3408.7,25298538.5,0.0,150.0,0.0,8.1244,0.1215,10.0151,0.1213,12.6261,1.5039
tapeann,tape_int8,sift10m,ram_capped_1p5gb,1610612736,"{""probes"": 200}",1,3,98.409,0.0,7.4455,0.0793,134.3094,1.4172,4511187.8,4517777.8,33347978.9,0.0,200.0,0.0,10.8191,0.1138,12.7845,0.0888,15.3721,0.9105
tapeann,tape_int8,sift10m,ram_capped_1p5gb,1610612736,"{""probes"": 300}",1,3,98.704,0.0,11.5576,0.0574,86.523,0.4303,9535770.2,9508461.3,49240021.4,0.0,300.0,0.0,16.1723,0.1214,18.4645,0.0518,21.9815,1.7851
tapeann,tape_int8,sift10m,ram_capped_1p5gb,1610612736,"{""probes"": 500}",1,3,98.853,0.0,20.8887,0.0318,47.8727,0.0729,27364986.9,64101.2,80516422.9,0.0,500.0,0.0,28.8707,0.0655,34.6431,1.2147,52.4565,2.8652
tapeann,tape_int8,sift10m,ram_capped_1p5gb,1610612736,"{""probes"": 750}",1,3,98.881,0.0,40.5107,0.3522,24.6848,0.2148,86248601.2,690522.5,119079824.6,0.0,750.0,0.0,66.3333,0.9217,95.8974,5.2726,139.6627,9.4729
tapeann,tape_int8,sift10m,ram_capped_1p5gb,1610612736,"{""probes"": 1000}",1,3,98.889,0.0,75.3032,0.6961,13.2796,0.123,213477892.9,3478659.0,157302132.7,0.0,1000.0,0.0,135.3327,2.9224,183.7935,10.1727,262.3233,9.7155
diskann,diskann_fp32_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 10, ""W"": 1}",1,3,79.128,0.0,1.3501,0.0206,740.2939,11.377,140585.4,91.4,73893.1,0.0,18.0403,0.0,1.684,0.005,,,6.499,4.709
diskann,diskann_fp32_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 10, ""W"": 2}",1,3,80.444,0.0,0.9917,0.004,1007.6615,4.0814,156828.1,84.4,90361.4,0.0,22.0609,0.0,1.263,0.009,,,3.62,0.239
diskann,diskann_fp32_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 10, ""W"": 4}",1,3,82.401,0.0,0.8966,0.0106,1114.4701,13.067,191860.3,234.7,125155.3,0.0,30.5555,0.0,1.128,0.028,,,3.336,0.367
diskann,diskann_fp32_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 20, ""W"": 1}",1,3,90.878,0.0,2.072,0.0346,482.4553,8.1122,179227.9,68.8,112566.3,0.0,27.482,0.0,2.376,0.021,,,12.11,36.124
diskann,diskann_fp32_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 20, ""W"": 2}",1,3,91.39,0.0,1.374,0.0059,727.3983,3.0895,194517.4,119.1,127905.4,0.0,31.2269,0.0,1.645,0.004,,,4.764,1.359
diskann,diskann_fp32_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 20, ""W"": 4}",1,3,92.312,0.0,1.1162,0.0071,895.3409,5.7242,227152.3,70.1,160444.4,0.0,39.171,0.0,1.38,0.021,,,4.02,0.66
diskann,diskann_fp32_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 30, ""W"": 1}",1,3,94.566,0.0,2.7271,0.0447,366.5813,5.9603,218596.6,34.4,151937.0,0.0,37.094,0.0,3.035,0.027,,,13.849,6.593
diskann,diskann_fp32_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 30, ""W"": 2}",1,3,94.781,0.0,1.764,0.0054,566.6598,1.7313,233066.1,70.0,166566.7,0.0,40.6657,0.0,2.047,0.028,,,5.386,0.381
diskann,diskann_fp32_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 30, ""W"": 4}",1,3,95.183,0.0,1.3363,0.0098,747.9142,5.5333,264098.6,0.4,197390.7,0.0,48.1911,0.0,1.596,0.019,,,4.713,0.428
diskann,diskann_fp32_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 50, ""W"": 1}",1,3,97.409,0.0,4.0934,0.0595,244.2482,3.5477,298493.1,137.2,231785.3,0.0,56.5882,0.0,4.418,0.031,,,13.424,0.958
diskann,diskann_fp32_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 50, ""W"": 2}",1,3,97.467,0.0,2.5413,0.0107,393.3816,1.6601,312403.1,143.3,245695.3,0.0,59.9842,0.0,2.826,0.026,,,6.615,0.133
diskann,diskann_fp32_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 50, ""W"": 4}",1,3,97.624,0.0,1.7843,0.0311,560.2092,9.7439,341363.5,242.9,274655.6,0.0,67.0546,0.0,2.062,0.114,,,5.888,0.725
diskann,diskann_fp32_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 75, ""W"": 1}",1,3,98.723,0.0,5.8453,0.0345,171.0533,1.007,399740.9,125.3,333033.1,0.0,81.3069,0.0,6.246,0.046,,,23.415,39.46
diskann,diskann_fp32_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 75, ""W"": 2}",1,3,98.739,0.0,3.5154,0.0072,284.4009,0.5795,413026.7,283.4,346318.8,0.0,84.5505,0.0,3.848,0.033,,,7.632,0.258
diskann,diskann_fp32_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 75, ""W"": 4}",1,3,98.801,0.0,2.3417,0.006,426.9023,1.0901,440549.0,195.8,374020.5,0.0,91.3136,0.0,2.626,0.012,,,6.387,1.458
diskann,diskann_fp32_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 100, ""W"": 1}",1,3,99.26,0.0,7.6032,0.0735,131.5093,1.273,501434.8,71.3,434739.6,0.0,106.1376,0.0,8.098,0.043,,,22.049,49.57
diskann,diskann_fp32_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 100, ""W"": 2}",1,3,99.278,0.0,4.5207,0.0495,221.1656,2.406,514099.6,246.6,447564.6,0.0,109.2687,0.0,4.907,0.127,,,9.802,2.25
diskann,diskann_fp32_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 100, ""W"": 4}",1,3,99.301,0.0,2.9427,0.0236,339.734,2.7086,541064.0,251.1,474356.1,0.0,115.8096,0.0,3.292,0.096,,,7.155,0.319
diskann,diskann_fp32_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 150, ""W"": 1}",1,3,99.682,0.0,11.0812,0.1786,90.2354,1.4401,705268.5,150.8,638560.7,0.0,155.8986,0.0,11.78,0.08,,,30.982,64.714
diskann,diskann_fp32_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 150, ""W"": 2}",1,3,99.688,0.0,6.5246,0.0355,153.2463,0.8384,717531.1,267.1,650841.3,0.0,158.8968,0.0,7.055,0.05,,,12.787,0.778
diskann,diskann_fp32_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 150, ""W"": 4}",1,3,99.692,0.0,4.0816,0.0201,244.9496,1.2043,743021.0,491.5,676480.6,0.0,165.1564,0.0,4.555,0.041,,,9.531,0.528
diskann,diskann_fp32_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 200, ""W"": 1}",1,3,99.827,0.0,14.6614,0.0438,68.2022,0.2032,909306.3,114.6,842708.6,0.0,205.7394,0.0,15.543,0.027,,,76.387,28.63
diskann,diskann_fp32_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 200, ""W"": 2}",1,3,99.829,0.0,8.4627,0.053,118.1532,0.7362,921208.4,149.9,854631.2,0.0,208.6502,0.0,9.16,0.07,,,17.472,3.114
diskann,diskann_fp32_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 200, ""W"": 4}",1,3,99.833,0.0,5.2661,0.0427,189.863,1.5421,946206.3,459.6,879498.4,0.0,214.7213,0.0,5.807,0.065,,,11.368,3.034
diskann,diskann_fp32_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 300, ""W"": 1}",1,3,99.925,0.0,21.6519,0.0868,46.1833,0.1851,1318188.6,36.4,1251497.2,0.0,305.5413,0.0,23.032,0.095,,,96.229,25.938
diskann,diskann_fp32_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 300, ""W"": 2}",1,3,99.925,0.0,12.4152,0.0743,80.5408,0.4801,1329526.0,96.7,1262893.9,0.0,308.3237,0.0,13.338,0.075,,,24.159,3.319
diskann,diskann_fp32_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 300, ""W"": 4}",1,3,99.926,0.0,7.5796,0.0171,131.9176,0.2981,1353388.0,1352765.8,1286679.8,0.0,314.1308,0.0,8.345,0.064,,,14.9,1.947
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 10, ""W"": 1}",1,3,68.038,0.0,1.3485,0.0232,741.2031,12.7273,109806.8,32.4,75481.1,0.0,18.428,0.0,1.691,0.029,,,5.418,0.627
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 10, ""W"": 2}",1,3,68.748,0.0,0.9902,0.0056,1009.231,5.7186,126351.4,224.8,92167.4,0.0,22.5018,0.0,1.265,0.015,,,3.65,0.573
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 10, ""W"": 4}",1,3,70.136,0.0,0.9164,0.0027,1090.3406,3.1744,161389.8,423.1,127352.0,0.0,31.0918,0.0,1.153,0.007,,,3.309,0.065
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 20, ""W"": 1}",1,3,85.909,0.0,2.0288,0.0518,492.7242,12.6763,148378.0,197.0,114092.0,0.0,27.8545,0.0,2.37,0.03,,,10.311,37.708
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 20, ""W"": 2}",1,3,86.316,0.0,1.3736,0.0088,727.6092,4.689,164093.5,165.5,129763.7,0.0,31.6806,0.0,1.664,0.006,,,5.078,0.759
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 20, ""W"": 4}",1,3,87.071,0.0,1.126,0.0055,887.5295,4.3019,196996.3,172.4,162625.9,0.0,39.7036,0.0,1.376,0.016,,,4.05,0.428
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 30, ""W"": 1}",1,3,92.131,0.0,2.6957,0.0554,370.8506,7.581,187540.7,187191.7,153295.3,0.0,37.4256,0.0,3.006,0.033,,,11.408,6.193
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 30, ""W"": 2}",1,3,92.361,0.0,1.7476,0.0022,571.9613,0.7225,202494.8,302.7,168264.5,0.0,41.0802,0.0,2.02,0.019,,,5.533,0.639
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 30, ""W"": 4}",1,3,92.754,0.0,1.3407,0.008,745.4563,4.4106,233519.1,469.8,199524.4,0.0,48.712,0.0,1.602,0.017,,,4.321,0.344
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 50, ""W"": 1}",1,3,96.579,0.0,4.0936,0.0096,244.2372,0.5751,267606.0,104.8,233340.1,0.0,56.9678,0.0,4.419,0.057,,,39.287,17.847
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 50, ""W"": 2}",1,3,96.663,0.0,2.5223,0.0024,396.3361,0.3823,281674.5,333.0,247509.8,0.0,60.4272,0.0,2.801,0.025,,,6.498,0.855
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 50, ""W"": 4}",1,3,96.775,0.0,1.7832,0.0007,560.5421,0.2349,310945.4,193.8,276853.6,0.0,67.5912,0.0,2.028,0.021,,,5.701,0.696
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 75, ""W"": 1}",1,3,98.313,0.0,5.8127,0.0429,172.0125,1.2714,368701.0,143.8,334445.8,0.0,81.6518,0.0,6.146,0.061,,,36.009,17.113
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 75, ""W"": 2}",1,3,98.336,0.0,3.4898,0.0052,286.481,0.4221,382321.9,263.3,347989.2,0.0,84.9583,0.0,3.801,0.008,,,8.503,0.124
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 75, ""W"": 4}",1,3,98.393,0.0,2.3426,0.0069,426.7298,1.2633,410398.3,315.0,376085.7,0.0,91.8178,0.0,2.62,0.018,,,6.548,0.539
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 100, ""W"": 1}",1,3,99.044,0.0,7.5405,0.0783,132.6016,1.3693,470332.2,99.9,436082.7,0.0,106.4655,0.0,7.963,0.055,,,55.907,33.277
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 100, ""W"": 2}",1,3,99.049,0.0,4.487,0.0205,222.8243,1.0197,483284.6,292.1,449121.1,0.0,109.6487,0.0,4.877,0.069,,,9.809,1.021
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 100, ""W"": 4}",1,3,99.08,0.0,2.9206,0.0026,342.2991,0.2994,510486.9,257.2,476332.4,0.0,116.2921,0.0,3.23,0.028,,,7.281,1.614
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 150, ""W"": 1}",1,3,99.573,0.0,11.023,0.0286,90.7125,0.2354,674231.5,178.6,639861.1,0.0,156.2161,0.0,11.619,0.045,,,80.874,13.33
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 150, ""W"": 2}",1,3,99.581,0.0,6.4384,0.0062,155.2986,0.149,686629.7,326.8,652358.9,0.0,159.2673,0.0,6.947,0.041,,,12.335,0.921
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 150, ""W"": 4}",1,3,99.594,0.0,4.0559,0.1044,246.5025,6.2001,712250.6,367.4,678380.3,0.0,165.6202,0.0,4.461,0.109,,,8.766,17.381
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 200, ""W"": 1}",1,3,99.752,0.0,14.5252,0.0287,68.8414,0.1357,878231.1,110.6,843962.0,0.0,206.0454,0.0,15.361,0.03,,,87.712,45.973
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 200, ""W"": 2}",1,3,99.753,0.0,8.397,0.0141,119.077,0.1989,890424.1,29.5,856061.1,0.0,208.9993,0.0,9.047,0.035,,,15.25,0.701
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 200, ""W"": 4}",1,3,99.756,0.0,5.184,0.025,192.8688,0.9294,915679.6,231.1,881309.3,0.0,215.1634,0.0,5.661,0.067,,,11.334,0.922
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 300, ""W"": 1}",1,3,99.89,0.0,21.4922,0.0052,46.5263,0.0113,1286939.4,154.4,1252669.4,0.0,305.8275,0.0,22.787,0.099,,,115.24,20.083
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 300, ""W"": 2}",1,3,99.889,0.0,12.3277,0.0094,81.1118,0.0621,1298654.0,4.5,1264284.5,0.0,308.6632,0.0,13.208,0.034,,,22.033,0.762
diskann,diskann_uint8_pq32,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 300, ""W"": 4}",1,3,99.891,0.0,7.4734,0.0137,133.7922,0.2448,1322483.7,492.0,1288393.1,0.0,314.5491,0.0,8.197,0.085,,,14.128,2.175
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 10, ""W"": 1}",1,3,79.234,0.0,1.3371,0.0242,747.4711,13.3304,140473.5,116.7,74116.7,0.0,18.0949,0.0,1.693,0.032,,,5.539,0.763
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 10, ""W"": 2}",1,3,80.513,0.0,1.0142,0.0091,985.2972,8.85,157032.4,0.0,90664.1,0.0,22.1348,0.0,1.296,0.025,,,3.591,0.233
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 10, ""W"": 4}",1,3,82.363,0.0,0.9457,0.0026,1056.6318,2.9375,191729.7,135.6,125403.1,0.0,30.616,0.0,1.186,0.005,,,3.865,0.252
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 20, ""W"": 1}",1,3,90.859,0.0,2.0581,0.0527,485.7073,12.6053,179075.1,178622.1,112729.3,0.0,27.5218,0.0,2.367,0.055,,,7.745,1.751
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 20, ""W"": 2}",1,3,91.358,0.0,1.391,0.0148,718.502,7.5876,194495.7,180.3,128144.2,0.0,31.2852,0.0,1.675,0.041,,,4.641,0.073
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 20, ""W"": 4}",1,3,92.266,0.0,1.157,0.0124,863.7787,9.2951,227094.5,26.2,160723.4,0.0,39.2391,0.0,1.415,0.032,,,4.106,0.709
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 30, ""W"": 1}",1,3,94.519,0.0,2.7661,0.0229,361.4171,2.9779,218504.8,105.6,152135.7,0.0,37.1425,0.0,3.1,0.032,,,48.802,20.688
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 30, ""W"": 2}",1,3,94.757,0.0,1.7712,0.0286,564.3433,9.0487,233000.1,37.3,166799.0,0.0,40.7224,0.0,2.043,0.059,,,5.086,1.071
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 30, ""W"": 4}",1,3,95.198,0.0,1.369,0.0095,730.0434,5.0493,264137.1,160.1,197765.9,0.0,48.2827,0.0,1.615,0.024,,,4.866,0.853
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 50, ""W"": 1}",1,3,97.377,0.0,4.1123,0.0628,243.1224,3.7082,298439.1,117.2,232067.5,0.0,56.6571,0.0,4.431,0.044,,,22.23,30.039
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 50, ""W"": 2}",1,3,97.445,0.0,2.5569,0.0421,390.9803,6.3566,312359.3,0.4,245988.1,0.0,60.0557,0.0,2.824,0.072,,,7.188,2.963
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 50, ""W"": 4}",1,3,97.612,0.0,1.8174,0.0062,549.9894,1.8909,341198.8,153.2,274930.5,0.0,67.1217,0.0,2.076,0.021,,,5.617,0.292
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 75, ""W"": 1}",1,3,98.709,0.0,5.8812,0.0194,170.0099,0.5616,399696.3,71.3,333325.5,0.0,81.3783,0.0,6.29,0.087,,,44.634,31.761
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 75, ""W"": 2}",1,3,98.716,0.0,3.5405,0.0078,282.3812,0.6247,412965.3,412276.3,346594.1,0.0,84.6177,0.0,3.877,0.011,,,7.767,0.076
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 75, ""W"": 4}",1,3,98.79,0.0,2.396,0.0151,417.2248,2.6307,440331.1,326.0,374326.9,0.0,91.3884,0.0,2.7,0.074,,,6.975,0.52
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 100, ""W"": 1}",1,3,99.246,0.0,7.6208,0.0257,131.2047,0.4422,501340.2,125.3,434979.2,0.0,106.1961,0.0,8.089,0.036,,,66.157,28.117
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 100, ""W"": 2}",1,3,99.257,0.0,4.5404,0.0293,220.2059,1.4233,513944.8,275.3,447804.2,0.0,109.3272,0.0,4.946,0.048,,,10.205,0.745
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 100, ""W"": 4}",1,3,99.281,0.0,2.9768,0.0153,335.8372,1.7186,540806.8,345.3,474622.4,0.0,115.8746,0.0,3.334,0.044,,,7.733,0.782
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 150, ""W"": 1}",1,3,99.682,0.0,11.1151,0.0271,89.9606,0.2198,705135.8,145.8,638764.2,0.0,155.9483,0.0,11.809,0.085,,,62.205,26.153
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 150, ""W"": 2}",1,3,99.687,0.0,6.5347,0.0158,153.0096,0.3706,717451.7,0.8,651080.1,0.0,158.9551,0.0,7.141,0.035,,,12.736,2.422
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 150, ""W"": 4}",1,3,99.693,0.0,4.1363,0.0256,241.7136,1.5017,743113.5,54.9,676742.3,0.0,165.2203,0.0,4.565,0.058,,,9.427,1.924
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 200, ""W"": 1}",1,3,99.834,0.0,14.6064,0.0684,68.4587,0.3197,909169.9,113.5,842908.9,0.0,205.7883,0.0,15.496,0.061,,,82.842,16.651
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 200, ""W"": 2}",1,3,99.838,0.0,8.4886,0.0336,117.7928,0.4646,921248.2,206.9,854899.1,0.0,208.7156,0.0,9.198,0.024,,,15.579,2.641
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 200, ""W"": 4}",1,3,99.841,0.0,5.2968,0.0262,188.7636,0.9383,945805.3,945582.5,879770.0,0.0,214.7876,0.0,5.862,0.108,,,12.506,1.511
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 300, ""W"": 1}",1,3,99.932,0.0,21.6363,0.0375,46.2165,0.0801,1318001.0,61.5,1251629.5,0.0,305.5736,0.0,22.962,0.232,,,92.093,21.345
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 300, ""W"": 2}",1,3,99.933,0.0,12.4723,0.0471,80.1718,0.3036,1329465.3,293.7,1263135.9,0.0,308.3828,0.0,13.433,0.055,,,24.076,0.635
diskann,diskann_uint8_pq64,sift10m,ram_capped_1p5gb,1610612736,"{""L"": 300, ""W"": 4}",1,3,99.933,0.0,7.5874,0.0259,131.7818,0.4501,1353337.7,0.0,1286966.1,0.0,314.2007,0.0,8.377,0.048,,,15.671,2.273
